timestamp,price,signal
2026-07-09T17:35:47.037Z,1739.78228085,NEUTRE
2026-07-09T17:35:57.173Z,1739.78228085,NEUTRE
2026-07-09T17:36:07.068Z,1739.78228085,NEUTRE
2026-07-09T17:36:17.076Z,1739.78228085,ACHAT
2026-07-09T17:36:27.076Z,1739.78228085,NEUTRE
2026-07-09T17:36:37.111Z,1739.78228085,NEUTRE
2026-07-09T17:36:47.146Z,1739.78228085,NEUTRE
2026-07-09T17:36:57.185Z,1739.78228085,NEUTRE
2026-07-09T17:37:07.218Z,1739.78228085,NEUTRE
2026-07-09T17:37:17.148Z,1739.78228085,NEUTRE
2026-07-09T17:37:27.186Z,1739.78228085,NEUTRE
2026-07-09T17:37:37.219Z,1739.78228085,NEUTRE
2026-07-09T17:37:47.151Z,1739.78228085,NEUTRE
2026-07-09T17:37:57.165Z,1739.78228085,NEUTRE
2026-07-09T17:38:07.226Z,1739.78228085,NEUTRE
2026-07-09T17:38:17.269Z,1739.78228085,NEUTRE
2026-07-09T17:38:27.297Z,1739.78228085,NEUTRE
2026-07-09T17:38:37.328Z,1739.78228085,NEUTRE
2026-07-09T17:42:06.434Z,1750.49575062,NEUTRE
2026-07-09T17:42:16.782Z,1750.49575062,NEUTRE
2026-07-09T17:42:26.809Z,1750.49575062,NEUTRE
2026-07-09T17:42:36.742Z,1750.49575062,NEUTRE
2026-07-09T17:42:46.778Z,1750.49575062,NEUTRE
2026-07-09T17:42:56.816Z,1750.49575062,NEUTRE
2026-07-09T17:43:06.850Z,1750.49575062,NEUTRE
2026-07-09T17:43:16.789Z,1750.49575062,NEUTRE
2026-07-09T17:43:26.907Z,1750.49575062,NEUTRE
2026-07-09T17:43:36.852Z,1750.49575062,NEUTRE
2026-07-09T17:43:46.787Z,1750.49575062,NEUTRE
2026-07-09T17:43:56.818Z,1750.49575062,NEUTRE
2026-07-09T17:44:06.858Z,1750.49575062,NEUTRE
2026-07-09T17:44:16.890Z,1750.49575062,NEUTRE
2026-07-09T17:44:26.927Z,1750.49575062,NEUTRE
2026-07-09T17:44:36.860Z,1750.49575062,NEUTRE
2026-07-09T17:44:46.892Z,1750.49575062,NEUTRE
2026-07-09T17:44:57.029Z,1750.49575062,NEUTRE
2026-07-09T17:45:06.962Z,1750.49575062,NEUTRE
2026-07-09T17:45:16.995Z,1750.49575062,NEUTRE
2026-07-09T17:45:26.935Z,1750.49575062,NEUTRE
2026-07-09T17:45:36.916Z,1750.49575062,NEUTRE
2026-07-09T17:45:46.904Z,1750.49575062,NEUTRE
2026-07-09T17:45:56.934Z,1750.49575062,NEUTRE
2026-07-09T17:46:06.943Z,1750.49575062,NEUTRE
2026-07-09T17:46:16.934Z,1750.49575062,NEUTRE
2026-07-09T17:46:27.057Z,1750.49575062,NEUTRE
2026-07-09T17:46:37.409Z,1750.49575062,NEUTRE
2026-07-09T17:46:46.922Z,1750.49575062,NEUTRE
2026-07-09T17:46:57.063Z,1750.49575062,NEUTRE
2026-07-09T17:47:06.991Z,1750.49575062,NEUTRE
2026-07-09T17:47:17.130Z,1750.49575062,NEUTRE
2026-07-09T17:47:26.951Z,1750.49575062,NEUTRE
2026-07-09T17:47:37.107Z,1750.49575062,NEUTRE
2026-08-28T09:37:52.107Z,2487.59252452,NEUTRE
2026-08-28T09:38:02.396Z,2487.59252452,NEUTRE
2026-08-28T09:38:12.381Z,2487.59252452,NEUTRE
2026-08-28T09:38:22.448Z,2487.59252452,NEUTRE
2026-08-28T09:38:32.513Z,2487.59252452,NEUTRE
2026-08-28T09:38:42.536Z,2487.59252452,NEUTRE
2026-08-28T09:38:52.459Z,2487.59252452,NEUTRE
2026-08-28T09:39:02.431Z,2487.59252452,NEUTRE
2026-08-28T09:39:12.452Z,2487.59252452,NEUTRE
2026-08-28T09:39:22.464Z,2487.59252452,NEUTRE
2026-08-28T09:39:32.535Z,2487.59252452,NEUTRE
2026-08-28T09:39:42.470Z,2487.59252452,NEUTRE
2026-08-28T09:39:52.481Z,2487.59252452,NEUTRE
2026-08-28T09:40:02.466Z,2487.59252452,NEUTRE
2026-08-28T09:40:12.485Z,2487.59252452,NEUTRE
2026-08-28T09:40:22.593Z,2487.59252452,NEUTRE
2026-08-28T09:40:32.558Z,2487.59252452,NEUTRE
2026-08-28T09:40:42.560Z,2487.59252452,NEUTRE
2026-08-28T09:40:52.547Z,2487.59252452,NEUTRE
2026-08-28T09:41:02.519Z,2487.59252452,NEUTRE
2026-08-28T09:41:12.584Z,2487.59252452,NEUTRE
2026-08-28T09:41:22.709Z,2487.59252452,NEUTRE
2026-08-28T09:41:32.639Z,2487.59252452,NEUTRE
2026-08-28T09:41:42.630Z,2487.59252452,NEUTRE
